Control Number,Account Name,District,Street,Connection Type,Connection Status,Last Reading,2019_DEC,2020_JAN,2020_FEB,2020_MAR,2020_APR,2020_MAY,2020_JUN,2020_JUL,2020_AUG,2020_SEP,2020_OCT,2020_NOV,2020_DEC,2022_JAN,2022_FEB,2022_MAR,2022_APR,2022_MAY,2022_JUN,2022_JUL,2022_AUG,2022_SEP,2022_OCT,2022_NOV,2022_DEC,2023_JAN,2023_FEB,2023_MAR,2023_APR,2023_MAY,2023_JUN,2023_JUL,2023_AUG,2023_SEP,2023_OCT,2023_NOV,2023_DEC,2024_JAN,2024_FEB,2024_MAR,2024_APR,2024_MAY,2024_JUN,2024_JUL,2024_AUG,2024_SEP,2024_OCT,2024_NOV,2024_DEC,2025_JAN,2025_FEB,2025_MAR,2025_APR,2025_MAY
501464,,,,,Unknown,31.0,0.0,38.0,31.0,37.0,19.0,48.0,24.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,43.0,36.0,,,15.0,15.0,15.0,21.0,,16.0,,,22.0,,,31.0,,,,,
501465,,,,,Unknown,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,,,
501466,,,,,Unknown,8.0,0.0,34.0,0.0,55.0,27.0,24.0,21.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,7.0,8.0,,,5.0,0.0,0.0,10.0,,7.0,,,8.0,,,8.0,,,,,
501467,,,,,Unknown,10.0,0.0,27.0,13.0,21.0,11.0,13.0,12.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,14.0,21.0,,,0.0,0.0,0.0,36.0,,20.0,,,11.0,,,10.0,,,,,
501468,,,,,Unknown,14.0,0.0,0.0,11.0,20.0,10.0,25.0,14.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,38.0,0.0,,,0.0,0.0,0.0,14.0,,11.0,,,12.0,,,14.0,,,,,
501469,,,,,Unknown,26.0,36.0,29.0,0.0,0.0,0.0,0.0,0.0,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,34.0,93.0,,,62.0,28.0,32.0,27.0,,16.0,,,24.0,,,26.0,,,,,
501470,,,,,Unknown,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,,,
501471,,,,,Unknown,0.0,31.0,25.0,18.0,27.0,13.0,16.0,13.0,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,51.0,38.0,,,36.0,0.0,0.0,0.0,,17.0,,,7.0,,,0.0,,,,,
501472,,,,,Unknown,0.0,48.0,18.0,0.0,32.0,16.0,9.0,14.0,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,37.0,,18.0,,,8.0,,,0.0,,,,,
501473,,,,,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,43.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,,,
501474,,,,,Unknown,41.0,0.0,30.0,10.0,31.0,15.0,14.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,15.0,17.0,,,9.0,11.0,13.0,20.0,,17.0,,,28.0,,,41.0,,,,,
501475,,,,,Unknown,17.0,9.0,3.0,0.0,16.0,8.0,10.0,81.0,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,24.0,32.0,,,23.0,27.0,27.0,37.0,,22.0,,,18.0,,,17.0,,,,,
501476,,,,,Unknown,17.0,3.0,3.0,5.0,14.0,7.0,7.0,4.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,14.0,24.0,,,16.0,17.0,20.0,25.0,,18.0,,,19.0,,,17.0,,,,,
501477,,,,,Unknown,36.0,16.0,16.0,18.0,15.0,7.0,305.0,0.0,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,11.0,12.0,,,11.0,12.0,14.0,15.0,,19.0,,,21.0,,,36.0,,,,,
501478,,,,,Unknown,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,3.0,5.0,,,2.0,3.0,13.0,31.0,,1.0,,,2.0,,,3.0,,,,,
501479,,,,,Unknown,39.0,99.0,30.0,0.0,130.0,65.0,0.0,68.0,,,,,,99.0,,,,,,,,,,,,,,,,,,,,,28.0,30.0,,,26.0,26.0,36.0,37.0,,13.0,,,29.0,,,39.0,,,,,
501480,,,,,Unknown,0.0,13.0,7.0,0.0,41.0,21.0,20.0,14.0,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,25.0,0.0,,,14.0,24.0,21.0,0.0,,15.0,,,0.0,,,0.0,,,,,
501481,,,,,Unknown,16.0,0.0,0.0,0.0,77.0,39.0,23.0,18.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,30.0,21.0,,,13.0,16.0,18.0,0.0,,15.0,,,16.0,,,16.0,,,,,
501482,,,,,Unknown,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,19.0,21.0,,,10.0,10.0,12.0,27.0,,10.0,,,9.0,,,10.0,,,,,
501483,,,,,Unknown,7.0,24.0,13.0,0.0,48.0,24.0,20.0,13.0,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,0.0,28.0,,,79.0,0.0,31.0,16.0,,8.0,,,34.0,,,7.0,,,,,
501484,,,,,Unknown,22.0,16.0,12.0,20.0,28.0,14.0,18.0,16.0,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,25.0,33.0,,,20.0,20.0,24.0,36.0,,28.0,,,27.0,,,22.0,,,,,
501485,,,,,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,,,
501486,,,,,Unknown,12.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,13.0,47.0,,,10.0,0.0,0.0,33.0,,17.0,,,17.0,,,12.0,,,,,
501487,,,,,Unknown,0.0,0.0,201.0,109.0,71.0,35.0,72.0,36.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,,,
501488,,,,,Unknown,21.0,16.0,8.0,12.0,30.0,15.0,22.0,18.0,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,19.0,26.0,,,22.0,23.0,23.0,30.0,,19.0,,,31.0,,,21.0,,,,,
501489,,,,,Unknown,17.0,0.0,22.0,7.0,32.0,16.0,16.0,14.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,12.0,18.0,,,16.0,15.0,10.0,16.0,,11.0,,,11.0,,,17.0,,,,,
501490,,,,,Unknown,15.0,15.0,15.0,24.0,51.0,25.0,38.0,14.0,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,32.0,51.0,,,51.0,64.0,65.0,43.0,,26.0,,,21.0,,,15.0,,,,,
501491,,,,,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,,,
501492,,,,,Unknown,0.0,21.0,10.0,15.0,8.0,4.0,7.0,0.0,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,,,
501493,,,,,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,,,
501494,,,,,Unknown,99.0,0.0,20.0,6.0,54.0,27.0,26.0,8.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,6.0,3.0,,,13.0,22.0,126.0,63.0,,6.0,,,16.0,,,99.0,,,,,
501495,,,,,Unknown,20.0,0.0,0.0,0.0,71.0,35.0,27.0,21.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,59.0,0.0,,,17.0,10.0,10.0,20.0,,0.0,,,20.0,,,20.0,,,,,
501496,,,,,Unknown,9.0,6.0,10.0,13.0,28.0,14.0,18.0,11.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,4.0,5.0,,,5.0,15.0,8.0,22.0,,13.0,,,14.0,,,9.0,,,,,
501497,,,,,Unknown,26.0,0.0,24.0,18.0,28.0,14.0,21.0,17.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,23.0,16.0,,,27.0,24.0,19.0,24.0,,10.0,,,17.0,,,26.0,,,,,
501498,,,,,Unknown,19.0,28.0,14.0,18.0,57.0,29.0,19.0,13.0,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,36.0,27.0,,,36.0,30.0,26.0,20.0,,0.0,,,34.0,,,19.0,,,,,
501499,,,,,Unknown,45.0,9.0,10.0,14.0,27.0,13.0,20.0,11.0,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,11.0,11.0,,,69.0,116.0,111.0,112.0,,85.0,,,32.0,,,45.0,,,,,
501500,,,,,Unknown,4.0,0.0,7.0,0.0,6.0,3.0,2.0,3.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,3.0,2.0,,,2.0,5.0,4.0,0.0,,1.0,,,1.0,,,4.0,,,,,
501501,,,,,Unknown,8.0,11.0,8.0,13.0,35.0,17.0,13.0,7.0,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,8.0,8.0,,,2.0,4.0,5.0,6.0,,8.0,,,7.0,,,8.0,,,,,
501502,,,,,Unknown,0.0,54.0,44.0,74.0,142.0,71.0,72.0,49.0,,,,,,54.0,,,,,,,,,,,,,,,,,,,,,58.0,84.0,,,30.0,65.0,62.0,96.0,,62.0,,,0.0,,,0.0,,,,,
501503,,,,,Unknown,21.0,4.0,10.0,17.0,29.0,15.0,24.0,25.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,12.0,12.0,,,7.0,16.0,9.0,13.0,,6.0,,,13.0,,,21.0,,,,,
501504,,,,,Unknown,7.0,0.0,38.0,25.0,43.0,21.0,12.0,7.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,14.0,21.0,,,15.0,5.0,10.0,12.0,,6.0,,,8.0,,,7.0,,,,,
501505,,,,,Unknown,79.0,79.0,28.0,34.0,74.0,37.0,60.0,28.0,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501506,,,,,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,,,
501507,,,,,Unknown,1.0,0.0,15.0,0.0,54.0,27.0,37.0,23.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,23.0,24.0,,,7.0,7.0,12.0,11.0,,13.0,,,16.0,,,1.0,,,,,
501508,,,,,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,,,
501509,,,,,Unknown,31.0,0.0,0.0,0.0,0.0,0.0,16.0,38.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,9.0,,,6.0,,,31.0,,,,,
501510,,,,,Unknown,0.0,0.0,0.0,0.0,30.0,15.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,11.0,,,4.0,,,0.0,,,,,
501511,,,,,Unknown,9.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,7.0,,,5.0,,,9.0,,,,,
501512,,,,,Unknown,0.0,0.0,61.0,27.0,30.0,15.0,22.0,10.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,16.0,24.0,,,26.0,29.0,29.0,40.0,,33.0,,,0.0,,,0.0,,,,,
501513,,,,,Unknown,49.0,0.0,0.0,0.0,0.0,0.0,18.0,17.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,30.0,32.0,,,19.0,21.0,26.0,19.0,,10.0,,,25.0,,,49.0,,,,,
501514,,,,,Unknown,10.0,18.0,17.0,27.0,30.0,15.0,24.0,15.0,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,21.0,14.0,,4.0,,,11.0,,,10.0,,,,,
501515,,,,,Unknown,55.0,0.0,137.0,0.0,289.0,145.0,153.0,84.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,76.0,89.0,,,0.0,0.0,26.0,28.0,,36.0,,,49.0,,,55.0,,,,,
501516,,,,,Unknown,17.0,18.0,8.0,0.0,28.0,14.0,19.0,11.0,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,31.0,40.0,,,27.0,30.0,23.0,38.0,,22.0,,,21.0,,,17.0,,,,,
501517,,,,,Unknown,0.0,0.0,93.0,44.0,111.0,55.0,45.0,44.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,,,
501518,,,,,Unknown,43.0,0.0,43.0,30.0,4.0,2.0,16.0,2.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,30.0,43.0,,,84.0,100.0,41.0,72.0,,53.0,,,46.0,,,43.0,,,,,
501519,,,,,Unknown,14.0,0.0,41.0,15.0,32.0,16.0,24.0,16.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,28.0,27.0,,,18.0,18.0,19.0,30.0,,12.0,,,15.0,,,14.0,,,,,
501520,,,,,Unknown,11.0,17.0,6.0,0.0,0.0,0.0,45.0,1.0,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,9.0,9.0,,,10.0,9.0,9.0,13.0,,22.0,,,12.0,,,11.0,,,,,
501521,,,,,Unknown,5.0,0.0,15.0,0.0,27.0,13.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,10.0,31.0,5.0,11.0,,11.0,,,23.0,,,5.0,,,,,
501522,,,,,Unknown,11.0,0.0,10.0,6.0,16.0,8.0,9.0,9.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,14.0,17.0,,,14.0,13.0,12.0,16.0,,11.0,,,13.0,,,11.0,,,,,
501523,,,,,Unknown,9.0,0.0,37.0,0.0,92.0,46.0,34.0,19.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,17.0,3.0,,,2.0,0.0,11.0,8.0,,0.0,,,2.0,,,9.0,,,,,
501524,,,,,Unknown,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,7.0,10.0,,,11.0,11.0,17.0,14.0,,6.0,,,7.0,,,5.0,,,,,
501525,,,,,Unknown,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,0.0,12.0,10.0,11.0,,28.0,,,17.0,,,18.0,,,,,
501526,,,,,Unknown,2.0,0.0,46.0,0.0,11.0,5.0,1.0,6.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,3.0,3.0,1.0,2.0,,2.0,,,1.0,,,2.0,,,,,
501527,,,,,Unknown,30.0,85.0,58.0,91.0,147.0,73.0,84.0,51.0,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,21.0,71.0,,,23.0,27.0,31.0,40.0,,27.0,,,29.0,,,30.0,,,,,
501528,,,,,Unknown,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,17.0,19.0,,,13.0,10.0,10.0,30.0,,17.0,,,12.0,,,18.0,,,,,
501529,,,,,Unknown,236.0,0.0,40.0,0.0,185.0,93.0,38.0,32.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,10.0,,,2.0,1.0,54.0,48.0,,19.0,,,45.0,,,236.0,,,,,
501530,,,,,Unknown,25.0,0.0,37.0,0.0,54.0,27.0,25.0,9.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,18.0,26.0,,,32.0,31.0,19.0,49.0,,67.0,,,37.0,,,25.0,,,,,
501531,,,,,Unknown,63.0,34.0,16.0,32.0,52.0,26.0,20.0,28.0,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,55.0,65.0,,,62.0,77.0,66.0,121.0,,61.0,,,72.0,,,63.0,,,,,
501532,,,,,Unknown,0.0,0.0,5.0,8.0,15.0,7.0,11.0,8.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,9.0,7.0,,6.0,,,0.0,,,0.0,,,,,
501533,,,,,Unknown,0.0,45.0,46.0,50.0,36.0,18.0,32.0,13.0,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,13.0,19.0,,,97.0,53.0,20.0,44.0,,0.0,,,17.0,,,0.0,,,,,
501534,,,,,Unknown,31.0,0.0,8.0,5.0,2.0,1.0,2.0,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,13.0,18.0,,,17.0,2.0,22.0,23.0,,18.0,,,32.0,,,31.0,,,,,
501535,,,,,Unknown,0.0,0.0,59.0,0.0,89.0,45.0,32.0,31.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,,,
501536,,,,,Unknown,29.0,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,16.0,,,18.0,16.0,23.0,36.0,,18.0,,,16.0,,,29.0,,,,,
501537,,,,,Unknown,16.0,0.0,17.0,8.0,11.0,5.0,7.0,6.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,11.0,12.0,,,7.0,11.0,15.0,19.0,,13.0,,,10.0,,,16.0,,,,,
501538,,,,,Unknown,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,0.0,,,8.0,20.0,10.0,35.0,,0.0,,,32.0,,,25.0,,,,,
501539,,,,,Unknown,39.0,23.0,15.0,0.0,60.0,30.0,23.0,18.0,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,49.0,42.0,,,27.0,32.0,32.0,58.0,,46.0,,,37.0,,,39.0,,,,,
501540,,,,,Unknown,15.0,0.0,7.0,0.0,18.0,9.0,9.0,7.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,16.0,29.0,,,14.0,10.0,12.0,16.0,,8.0,,,19.0,,,15.0,,,,,
501541,,,,,Unknown,20.0,35.0,32.0,40.0,65.0,33.0,31.0,19.0,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,46.0,,,20.0,,,,,
501542,,,,,Unknown,0.0,0.0,41.0,19.0,43.0,21.0,35.0,20.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,,,
501543,,,,,Unknown,5.0,0.0,40.0,0.0,5.0,3.0,2.0,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,5.0,,,,,
501544,,,,,Unknown,16.0,4.0,2.0,6.0,5.0,3.0,3.0,2.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,12.0,13.0,,,8.0,9.0,7.0,13.0,,8.0,,,13.0,,,16.0,,,,,
501545,,,,,Unknown,20.0,0.0,27.0,0.0,33.0,17.0,13.0,10.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,14.0,15.0,,,19.0,19.0,15.0,14.0,,13.0,,,15.0,,,20.0,,,,,
501546,,,,,Unknown,23.0,28.0,4.0,25.0,51.0,25.0,20.0,13.0,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,65.0,60.0,,,86.0,62.0,50.0,95.0,,39.0,,,49.0,,,23.0,,,,,
501547,,,,,Unknown,31.0,17.0,11.0,16.0,31.0,15.0,23.0,13.0,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,20.0,31.0,,,20.0,24.0,24.0,29.0,,25.0,,,26.0,,,31.0,,,,,
501548,,,,,Unknown,15.0,16.0,9.0,23.0,45.0,23.0,28.0,19.0,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,6.0,30.0,,,16.0,23.0,28.0,39.0,,31.0,,,14.0,,,15.0,,,,,
501549,,,,,Unknown,17.0,0.0,9.0,11.0,29.0,15.0,18.0,10.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,13.0,,,7.0,8.0,10.0,11.0,,12.0,,,14.0,,,17.0,,,,,
501550,,,,,Unknown,0.0,22.0,18.0,15.0,30.0,15.0,14.0,16.0,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,130.0,,,0.0,,,0.0,,,,,
501551,,,,,Unknown,223.0,32.0,24.0,0.0,62.0,31.0,51.0,20.0,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,30.0,27.0,,,82.0,90.0,180.0,67.0,,24.0,,,30.0,,,223.0,,,,,
501552,,,,,Unknown,22.0,15.0,4.0,5.0,13.0,7.0,11.0,7.0,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,11.0,14.0,,,12.0,14.0,13.0,40.0,,10.0,,,22.0,,,22.0,,,,,
501553,,,,,Unknown,3.0,0.0,7.0,2.0,13.0,7.0,8.0,5.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,5.0,,,4.0,2.0,2.0,2.0,,2.0,,,3.0,,,3.0,,,,,
501554,,,,,Unknown,0.0,0.0,21.0,0.0,31.0,15.0,8.0,4.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,,,
501555,,,,,Unknown,8.0,20.0,7.0,5.0,10.0,5.0,2.0,1.0,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,4.0,3.0,,,5.0,5.0,5.0,6.0,,1.0,,,6.0,,,8.0,,,,,
501556,,,,,Unknown,5.0,0.0,13.0,0.0,17.0,9.0,6.0,4.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,6.0,3.0,4.0,5.0,,4.0,,,4.0,,,5.0,,,,,
501557,,,,,Unknown,13.0,0.0,18.0,6.0,16.0,8.0,14.0,22.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,11.0,13.0,,,12.0,10.0,10.0,16.0,,14.0,,,10.0,,,13.0,,,,,
501558,,,,,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,26.0,17.0,3.0,9.0,,0.0,,,6.0,,,1.0,,,,,
501559,,,,,Unknown,17.0,0.0,39.0,15.0,27.0,13.0,19.0,15.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,6.0,9.0,,,7.0,8.0,8.0,16.0,,16.0,,,26.0,,,17.0,,,,,
501560,,,,,Unknown,0.0,0.0,20.0,10.0,35.0,17.0,24.0,16.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,9.0,5.0,5.0,26.0,,19.0,,,19.0,,,0.0,,,,,
501561,,,,,Unknown,55.0,14.0,27.0,38.0,102.0,51.0,53.0,31.0,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,54.0,89.0,,,37.0,45.0,56.0,78.0,,53.0,,,61.0,,,55.0,,,,,
501562,,,,,Unknown,26.0,0.0,30.0,12.0,51.0,25.0,16.0,9.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,6.0,0.0,0.0,19.0,,3.0,,,10.0,,,26.0,,,,,
501563,,,,,Unknown,0.0,0.0,9.0,0.0,10.0,5.0,6.0,5.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,,,
501564,,,,,Unknown,6.0,17.0,11.0,14.0,43.0,21.0,18.0,0.0,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,7.0,5.0,,,5.0,6.0,8.0,8.0,,7.0,,,6.0,,,6.0,,,,,
501565,,,,,Unknown,9.0,9.0,4.0,6.0,19.0,9.0,6.0,6.0,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,21.0,19.0,,,20.0,17.0,25.0,25.0,,19.0,,,24.0,,,9.0,,,,,
501566,,,,,Unknown,27.0,0.0,,,38.0,19.0,29.0,19.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,17.0,24.0,,,19.0,19.0,23.0,21.0,,13.0,,,17.0,,,27.0,,,,,
501567,,,,,Unknown,106.0,37.0,29.0,46.0,84.0,42.0,51.0,29.0,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,75.0,113.0,,,65.0,84.0,77.0,110.0,,94.0,,,103.0,,,106.0,,,,,
501568,,,,,Unknown,31.0,0.0,33.0,17.0,36.0,18.0,25.0,19.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,48.0,81.0,,,92.0,0.0,0.0,0.0,,24.0,,,32.0,,,31.0,,,,,
501569,,,,,Unknown,28.0,31.0,17.0,22.0,21.0,11.0,12.0,5.0,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,15.0,26.0,21.0,24.0,,18.0,,,14.0,,,28.0,,,,,
501570,,,,,Unknown,0.0,11.0,7.0,10.0,24.0,12.0,10.0,7.0,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,16.0,15.0,,,10.0,12.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,,,
501571,,,,,Unknown,26.0,0.0,4.0,20.0,51.0,25.0,27.0,13.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,16.0,18.0,,,7.0,16.0,16.0,20.0,,10.0,,,17.0,,,26.0,,,,,
501572,,,,,Unknown,1.0,7.0,14.0,20.0,53.0,27.0,13.0,5.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,5.0,10.0,,,14.0,19.0,16.0,5.0,,0.0,,,0.0,,,1.0,,,,,
501573,,,,,Unknown,14.0,13.0,8.0,13.0,32.0,16.0,113.0,5.0,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,6.0,13.0,,,15.0,16.0,16.0,20.0,,23.0,,,18.0,,,14.0,,,,,
501574,,,,,Unknown,9.0,67.0,10.0,14.0,32.0,16.0,15.0,0.0,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,5.0,7.0,,,6.0,10.0,8.0,17.0,,20.0,,,10.0,,,9.0,,,,,
501575,,,,,Unknown,17.0,16.0,8.0,9.0,56.0,28.0,24.0,13.0,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,14.0,13.0,,,11.0,9.0,9.0,31.0,,28.0,,,27.0,,,17.0,,,,,
501576,,,,,Unknown,9.0,11.0,2.0,3.0,20.0,10.0,5.0,4.0,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,6.0,10.0,,,7.0,6.0,7.0,14.0,,16.0,,,12.0,,,9.0,,,,,
